feature,note_id,type,title,desc,video_url,time,last_update_time,user_id,nickname,avatar,liked_count,collected_count,comment_count,share_count,ip_location,image_list,tag_list,last_modify_ts,note_url,source_keyword
ai-car,6404ba080000000013035166,normal,自动驾驶测试（二）,"一、自动驾驶场景库与虚拟仿真测试
场景是自动驾驶测试系统中相当重要的一环，测试场景的多样性、覆盖性、典型性等能够影响到测试结果的准确性，从而保证自动驾驶的安全与质量。
1??场景
- 指的是行驶场合和驾驶情景的组合，它受行驶环境的深刻影响，如道路、交通、天气、光照等因素，共同构成整个场景概念。场景是在一定时间和空间范围内环境与驾驶行为的综合反映，描述了道路、交通设施、气象条件、交通参与物等外部状态以及自车的驾驶任务和状态等信息。
- 从场景架构来看，有不同的行驶场合，像高速公路、乡村道路、城市工况、机场、码头、封闭园区等；在该场景下，如何驾驶、驾驶任务、驾驶速度、驾驶模式等一起构成了整个场景的三维架构。
- 自动驾驶仿真是借助计算机虚拟技术对实际交通系统进行某种层次的抽象。通过把大量自动驾驶开发和测试的成本转化为GPU的物料成本和工程师的知识经验成本，进而大大缓解该痛点。
2??仿真测试执行包含两个方面的工作
1 ）对测试场景库的维护和针对不同算法或功能合适的测试场景进行运行测试；
2）在测试完成后，整理并提供清晰的测试报告，并提供测试结果的统计数据，为算法团队的改进提供有效支撑。
- 在仿真测试里，根据自动驾驶测试的关键要素，需要建如下的模型，包含最传统的车辆动力学模型、驾驶人模型、静态环境模型、动态交通模型、环境感知传感器模型。
- 建模要关注两方面，一个是计算效率、一个是计算精度，两个是彼此制衡。
- 除了纯虚拟环境的测试之外，还有多物理系统在环的仿真测试，就是说要能够进行化学感知系统、决策规划系统、控制执行系统的在环测试。
.
二、自动驾驶虚拟仿真测试有必要吗？
一款自动驾驶汽车，至少需要上亿英里的完整测试里程，消耗大约500年的驾驶时间，才能证明自动驾驶车辆的故障率低于人类驾驶员的故障率进而落地应用。尽管实车道路测试是最可靠、最准确的测试方法，但由于时间和金钱成本过高，无法满足技术研究快速发展的需求。
此外，自动驾驶道路测试在交通法规、极端场景、全球产业链等方面面临较多的局限性。
所以自动驾驶虚拟仿真测试是十分必要的测试技术。
#产品经理[话题]# #新能源汽车[话题]# #汽车知识[话题]# #自动驾驶[话题]#",,1678031368000,1678031369000,62b1fab9000000001501a8e3,车企求职辅导,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo311u6v1dcho505olhvaslba73vk5gl5g,32,44,1,11,,"http://sns-webpic-qc.xhscdn.com/202410131847/c645492b81e0b71b03852bc1327674bc/1000g0082517q11gfo0605olhvaslba73haufq80!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410131847/8d16760069961426394f28b68d738454/1000g0082517q11gfo06g5olhvaslba73gpvtf6o!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410131847/4422b398af3d0838b48d334a918cce1f/1000g0082517q11gfo05g5olhvaslba73p9colq0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410131847/22e7ac231121efb2f565d54f93682dd1/1000g0082517q11gfo02g5olhvaslba73jg3n8qo!nd_dft_wlteh_webp_3","产品经理,新能源汽车,汽车知识,自动驾驶",1728816460393,https://www.xiaohongshu.com/explore/6404ba080000000013035166?xsec_token=ABFfKxnpXLO_5CLAclyZFRNxX_hStb2IvYevu92pGPMb0=&xsec_source=pc_search,ai在汽车自动驾驶领域的应用
ai-car,6407f46c0000000011011bfe,normal,全新P7i | 智能界“老司机”等你一会,"全新P7i 即将上市
行业首个智能辅助驾驶系统XNGP，开启端到端智能出行体验
全场景语音2.0全车全时对话，耳听四路同时服务多位乘员
行业前沿SR仪表环境模拟显示，实时呈现周围环境的万千信息
从行业前沿到自我赶超，从机械交流到如人人交流，从眼观前路到上帝视角……
智能领航者，就看小鹏全新P7i
#小鹏全新P7i上市[话题]# #小鹏汽车[话题]# #智能驾驶[话题]#",,1678244535000,1678247423000,5c4569a4000000000701a8de,小鹏汽车,https://sns-avatar-qc.xhscdn.com/avatar/65fd609cb372fa056b8cb470.jpg,40,24,15,13,,"http://sns-webpic-qc.xhscdn.com/202410131838/d111f1404ba2a746395034a624440d89/spectrum/1000g0k025dqvs1efc0005n25d6i1ra6uou6p8c8!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410131838/52c819bbaf3934b3691012f27d8098dc/spectrum/1000g0k025dqvpcqfk0005n25d6i1ra6u8oac7b0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410131838/e5847a871a8327415e92e1fae3775bc7/spectrum/1000g0k025dqvqn8fi0005n25d6i1ra6u6k7jmt8!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410131838/63407571ede8b19804f3e5cf0264e203/spectrum/1000g0k025dqvracfk0005n25d6i1ra6u9ge7850!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410131838/774063cb60476bcb8cd22a629ebc483f/spectrum/1000g0k025dqvphmfs0005n25d6i1ra6ufj7k48o!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410131838/d111439e031701d7720892ba49c8f256/spectrum/1000g0k025dqvos6fi0005n25d6i1ra6ufnthc7o!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410131838/dd1e02627e605497d0387dc848176b02/spectrum/1000g0k025dqvroafq0005n25d6i1ra6u5ujfef0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410131838/ca5e91271d45bd3a32678362ff6c8480/1000g00825e3sumifs0005n25d6i1ra6u6uuppr0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410131838/804e8143b698dc1cf9ff9b40d12965f7/spectrum/1000g0k025dqvp22fm0005n25d6i1ra6ulko0v7g!nd_dft_wlteh_webp_3","小鹏全新P7i上市,小鹏汽车,智能驾驶",1728815915654,https://www.xiaohongshu.com/explore/6407f46c0000000011011bfe?xsec_token=AB-UJ5hd_0OJciwZWnsAeu78PW64gDPck-ZowRn9m-tCI=&xsec_source=pc_search,ai在汽车自动驾驶领域的应用
ai-car,640efb9d000000000800d02f,normal,7. 人工智能的金融应用场景？,"2023.03.13
仅用作个人学习研究使用，不作为商业盈利。
	
一、人工智能的技术要素
1. 基础技术
—术语、参考结构、数据、测试评估
2. 关键技术
—语言处理、人机交互、计算机视觉、生物特征识别
3. 产品服务
—智能汽车、智能机器人、智能服务、智能终端
4. 实际应用
—智能城市、智能交通、智能医疗、智能家居
二、人工智能的金融应用
1. 智能客服
—网银：7/24小时网上客服咨询、对公客户的自助开户服务
—保险：个性化销售对话、处理理赔解决方案
—传统金融：通过语音识别/语音合成/语义理解实现智能问答/营销等
2. 智能风控
—通过人脸识别、语音识别、交易习惯画像等搭建反欺诈、信用风险等模型，从获客到贷后监管实现全流程监督，识别潜在欺诈风险，控制信用风险，提高交易安全性。
—数据：银行内部数据、公开渠道抓取数据、第三方授权数据
—风控：用户交易数据、用户登陆时间、用户登录行为、社交/资金关系
3. 智能投顾
—基于大数据和算力，综合客户年龄、风险偏好、投资理财的经验，对客户进行标签化，同时通过数据模型分学习金融资产的收益、风险及周期性等特征，向客户提供投资策略，将需求与策略进行最优匹配。
—收集并分析投资者信息（年龄、风险偏好、理财经验、投资需求）
—判断投资者的风险偏好水平
—指定投资策略（金融产品：股票、基金、债券、大宗商品、另类）
—提供投资方案
4. 智能核保和定损
#金融科技[话题]#??#人工智能[话题]#??#计算机[话题]#??#金融理财[话题]#",,1678703517000,1678703517000,620768d10000000010007f61,小马哒哒哒,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo3109butsbmg6g5og7d38k0vr1h5r293g,133,120,3,48,,http://sns-webpic-qc.xhscdn.com/202410131842/028d1ba1ef7d01a64be7347edd08758c/spectrum/1000g0k02699bb1afm0005og7d38k0vr1jpc8fh8!nd_dft_wgth_webp_3,"金融科技,人工智能,计算机,金融理财",1728816145428,https://www.xiaohongshu.com/explore/640efb9d000000000800d02f?xsec_token=ABv004YeZFn7yM7Wqo4Il0hpkovGHc3DYSO6uRwTuWejA=&xsec_source=pc_search,ai在汽车自动驾驶领域的应用
ai-car,641682c50000000013002500,normal,ChatGPT说，这些人最难以被AI替代,"上篇文章写到我问ChatGPT有哪些人最可能会失业，有10万人看过！这次我问它最难以被AI??替代的职业有哪些？
	
感觉虽然摄影行业也会受到严重冲击[捂脸R]，产品摄影，淘宝电商，甚至是个人写真都会被重创，但是只要我继续往高端商业和艺术创意摄影的方向发展，应该就还好！
	
强人工智能的出现，真的是要在未来5-10年内把整个社会大洗牌了！这应该就是近10年最大的风口了，一定得抓住机会！
	
#人工智能[话题]# #AI[话题]# #ai[话题]# #ChatGPT[话题]# #GPT4[话题]# #midjourney[话题]# #Ai绘画[话题]# #摄影[话题]# #产品摄影[话题]# #失业[话题]# #高薪职业[话题]#",,1679196869000,1679196869000,5bf8c3c74ba5af0001f8b83f,纽约摄影师Dennis,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo3162fe0hsgm004bte7p1sfe1vgfftjrg,3956,3626,792,1292,,"http://sns-webpic-qc.xhscdn.com/202410132211/dd2d9e248641cae9d5371f091281a5c1/1000g008276mqe08fm0004bte7p1sfe1vqippbno!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410132211/6f519a270c57c7bd6caa24a8bfe8eb83/1000g008276mqe08fm00g4bte7p1sfe1vcv7d328!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410132211/3f83c76bb255d0e4996098e869873cff/1000g008276mqe08fm0104bte7p1sfe1vr61ta20!nd_dft_wlteh_webp_3","人工智能,AI,ai,ChatGPT,GPT4,midjourney,Ai绘画,摄影,产品摄影,失业,高薪职业",1728828693284,https://www.xiaohongshu.com/explore/641682c50000000013002500?xsec_token=ABxv2wWtbdRqvWcVT9DnAqrbwANBXottupwhW5tTBJpyU=&xsec_source=pc_search,ai对传统汽车行业的影响
ai-car,641d320d000000001303797e,normal,每日AI下饭｜这些是来自未来的新能源载具,"关键词：futuristic pstorage /dieter rams
	
#未来感[话题]#   #最美汽车[话题]# #苹果汽车[话题]#  #未来世界[话题]# #新能源汽车[话题]#  #特斯拉改装[话题]# #特斯拉MPV[话题]##产品设计[话题]# #黑科技产品[话题]#  #值得入手的车[话题]# #汽车[话题]# #汽车分享[话题]# #布加迪[话题]# #超跑[话题]# #超级跑车圈[话题]#  #汽车设计[话题]# #设计[话题]# #概念车[话题]# #概念设计[话题]# #midjourney[话题]# #豪华车[话题]# #工业设计[话题]# #汽车改装[话题]# #改装[话题]# #适合男生开的车[话题]# #适合[话题]##适合nv[话题]#?s#适合女生开的车[话题]#",,1679634957000,1679634958000,63f9fd1c000000001f032eda,JIMMY RICE DESIGN,https://sns-avatar-qc.xhscdn.com/avatar/641c066b830af0b631fe6f63.jpg,707,490,23,128,,"http://sns-webpic-qc.xhscdn.com/202410132021/5fd356777a1e612955a27831bec66055/1000g008280qd89kfm0005ovpvke7ubmq00v9db0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410132021/478133b1a9751c997127b6090427e535/1000g008280qd89kfm00g5ovpvke7ubmqqaeg4i0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410132021/ac539ab38d2ca27278e229eae2e77021/1000g008280qd89kfm0105ovpvke7ubmqt8li3u8!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410132021/2c385cb9fc9fe9054380c0f6d6954119/1000g008280qd89kfm01g5ovpvke7ubmq4h8v6b0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410132021/fc35b613cb642377e448b44d563e4695/1000g008280qd89kfm0205ovpvke7ubmqvp3322o!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410132021/2361ecc04898ca3894f72c5901c09d17/1000g008280qd89kfm02g5ovpvke7ubmqtsgknj0!nd_dft_wlteh_webp_3","未来感,最美汽车,苹果汽车,未来世界,新能源汽车,特斯拉改装,特斯拉MPV,产品设计,黑科技产品,值得入手的车,汽车,汽车分享,布加迪,超跑,超级跑车圈,汽车设计,设计,概念车,概念设计,midjourney,豪华车,工业设计,汽车改装,改装,适合男生开的车,适合,适合nv,适合女生开的车",1728822076557,https://www.xiaohongshu.com/explore/641d320d000000001303797e?xsec_token=AB_viyMa5J1rkgZgi6sL6VLwpAqCQnPlraIiveetzOlFc=&xsec_source=pc_search,ai电车
ai-car,642cee7b0000000007039499,video,特斯拉FSD完全自动驾驶，遇到叔叔车挡路，会一直在后面等吗？,特斯拉FSD完全自动驾驶，遇到叔叔车挡路，会一直在后面等吗？,http://sns-video-bd.xhscdn.com/spectrum/1000g0jg29u94hcugs0005nrf9ef091kia29v1fg,1680666235000,1680666235000,5f6f4b9e0000000001008692,极客小冷,https://sns-avatar-qc.xhscdn.com/avatar/6316ef568d7a77797ea7b5cc.jpg,758,105,87,186,,http://sns-webpic-qc.xhscdn.com/202410131842/3dca4222d7c47e9025627d9c99b6b985/spectrum/1000g0k029u94g5qh40005nrf9ef091ki8v38lao!nd_dft_wgth_webp_3,,1728816145143,https://www.xiaohongshu.com/explore/642cee7b0000000007039499?xsec_token=ABqELjJL76lr7TaInM8Rq34XaK38B0a9BdbJsDwxkxJoo=&xsec_source=pc_search,ai在汽车自动驾驶领域的应用
ai-car,6434f6df0000000007038c6f,normal,比亚迪汽车的竞争力,"一、王总常说的，比亚迪是技术驱动的公司。
1、Dmi/dmp，主要是规划院研发。比亚迪研发的动力系统，主打的就是一个省油、快加速。也是这项技术迅速打开市场。
2、电池技术，主要是弗迪电池研发。开发了以磷酸铁锂为正极材料的刀片电池，打破了特斯拉、宁德时代在三元锂电池的统治地位，让行业接受了磷酸铁锂这种安全性更高、性能不输其他锂电池的电池类型。
3、易四方，主要是规划院研发。最重要的还是四电机轮边技术，有四套独立的驱动系统，分别给予四个轮子不同的扭矩，实现原地转向，高速爆胎时稳定制动，水中驱动等等功能。
4、云辇，主要由工程院研发。现在叫云辇，之前汉搭载的时候还叫disuseA。ACP都是主动悬架技术，A是电磁悬架，搭载汉唐部分车型，C是空气悬架，搭载N7，P是液压悬架，搭载U8。这些在市面上都有比较成熟的应用了，比如空悬这块，之前是德国的大陆集团、威巴克做得比较好，国内中鼎股份收购德国AMK也还可以。商用车是强制安装的，乘用车只在中高端车型安装，国产车一般都是40万以上的门槛。
二、成本优势
1、比亚迪车的一级总成基本都是自己开发生产的，电池、电机、电控、制动系统、悬架系统、转向系统、车架、天窗、空调、车身等等等等，给用户让利的空间就比较大，性价比高，60万的工人，在工艺和生产的岗位上。
2、独立事业部的产品都是市场化的，成本更低。半导体、弗迪电池、弗迪动力、弗迪科技，除了内供比亚迪车型，还可以去接外单，未来都有独立上市的可能。
三、产品矩阵极其丰富。
除了王朝网、海洋网、腾势、仰望，接下来还要推出F品牌（个性定制化车型，也是硬派越野）。车型覆盖轿车（A00、A0、A、B、C）、SUV、MPV、硬派越野、超跑。
王朝网：秦PLUS、宋MAX、宋PRO、元PLUS、唐、汉；海洋网：护卫舰07、海豹、驱逐舰05、海豚、宋PLUS；MPV：腾势D9、N7；硬派越野：仰望U8，F品牌；超跑：U9
#比亚迪[话题]# #比亚迪汉[话题]# #比亚迪招聘[话题]# #校园招聘[话题]##比亚迪汽车[话题]# #比亚迪宋plusDMI[话题]# #比亚迪仰望[话题]#",,1681192671000,1685154215000,5cf224db0000000005000f78,盖茨biu,https://sns-avatar-qc.xhscdn.com/avatar/639c6b11a69bb73baef90ba8.jpg,994,812,54,187,,"http://sns-webpic-qc.xhscdn.com/202410132219/e4b947aaebddf1cb4296ae52fec498ca/1000g0082e4cqnr0h00005n7i4jdh83ro6stijcg!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410132219/84135171c5352d79c88c22e167862288/1000g0082e4cqnr0h000g5n7i4jdh83rocbdke68!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410132219/fa23be3dd1937fa2dc0de2b03fa97edf/1000g0082i9pi43qio0005n7i4jdh83ro7krcs3g!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410132219/a66b7f51936e1bd1c996f937867849bd/1000g0082e4cqnr0h001g5n7i4jdh83rovfh33ng!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410132219/2297141b2ef3c4443085bb3f9caf2054/1000g0082atlglk6h200g5n7i4jdh83roh63njk8!nd_dft_wgth_webp_3,http://sns-webpic-qc.xhscdn.com/202410132219/f352a6930ebbdd6f4faea07a614a5c25/1000g0082atlglk6h20005n7i4jdh83ro0f41rag!nd_dft_wgth_webp_3","比亚迪,比亚迪汉,比亚迪招聘,校园招聘,比亚迪汽车,比亚迪宋plusDMI,比亚迪仰望",1728829184553,https://www.xiaohongshu.com/explore/6434f6df0000000007038c6f?xsec_token=ABk56tqGxKH-Usnr7uyaF_MfGkqmZKFYlNtMhmDIGCHhU=&xsec_source=pc_search,ai对传统汽车行业的影响
ai-car,64353b56000000001300d88b,video,自动驾驶为啥都不用高精地图了？,本期话题：和百大up主苏星河聊聊：车机为啥垃圾？燃油车有啥魅力？自动驾驶为啥都不用高精地图了？车机到底哪家强？【大小马聊科技51】?#科技[话题]#??#自动驾驶[话题]#??#新能源汽车[话题]#,http://sns-video-bd.xhscdn.com/spectrum/1000g0jg2aumavs2gu0004bq12v8l2gof93260ag,1681210198000,1681210199000,5be8d1510a30f70001cc430f,电动Emma,https://sns-avatar-qc.xhscdn.com/avatar/5beac3a07369500001cb42dd.jpg,442,280,12,145,,http://sns-webpic-qc.xhscdn.com/202410131842/3a45a74ede3fbd48962c52e7f7f4df2d/spectrum/1000g0k02aumk7vqgo0004bq12v8l2gofuivt23o!nd_dft_wgth_webp_3,"科技,自动驾驶,新能源汽车",1728816145225,https://www.xiaohongshu.com/explore/64353b56000000001300d88b?xsec_token=AB4Fxw0XBPrpQdcZGQG8iuPM40FN5MCqtuJE52kU4cEfo=&xsec_source=pc_search,ai在汽车自动驾驶领域的应用
ai-car,6458a6b8000000001300cb76,normal,最容易被ai取代的行业,可以看出，最容易被取代的传统职业，前三是翻译、保险和剧作家，传统的主持人、编辑等也都是AI时代“替代率高”的职业。剪辑师、设计师等岗位，如果掌握了最新的AI技能，还能力争上游一把（岗位少不是没有了，更有竞争力的从业者才有个更大概率留下来）。,,1683531448000,1683531448000,644a319b000000000f005b9b,柚子,https://sns-avatar-qc.xhscdn.com/avatar/65bbe47a32e67b8eba6f9140.jpg,15,10,2,5,,http://sns-webpic-qc.xhscdn.com/202410132036/cec64f0fd5ccf185dc2c906b9e904263/1000g0082f92c9o4gu0005p2a66djomsr3drlkmo!nd_dft_wlteh_webp_3,,1728823016819,https://www.xiaohongshu.com/explore/6458a6b8000000001300cb76?xsec_token=ABn-msZjFhXuu-O4XoUKVrzl49Y7bd1SXdPMSvRgDHxPE=&xsec_source=pc_search,ai对传统汽车行业的影响
ai-car,6458ab71000000001203f469,normal,元宇宙|人工智能在交通行业中的应用,"[向右R]全球大多数大城市都面临与运输、交通和物流相关的问题。这是由于人口的快速增长以及道路上车辆数量的增加。[举手R]人工智能在交通行业有哪些应用？[开箱R]人工智能在物流行业的应用又有哪些？
.
[拔草R]AI 功能
[种草R]非线性预测
[种草R]控制功能
[种草R]模式识别
[种草R]聚类
[种草R]规划
[种草R]优化
.
[彩虹R]智能交通系统
[星R]公共交通
[星R]交通信息
[星R]停车
[星R]管理控制等
.
[红书R]报告编号-240
#元宇宙[话题]#??#行业研究报告[话题]#??#人工智能[话题]#??#智慧交通[话题]#",,1683532657000,1683532758000,5bfe8ee80000000007003808,StarShark星鲨教育,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo30vn92862m6604bul3l7ege0849m9ks0,27,17,30,7,,"http://sns-webpic-qc.xhscdn.com/202410131847/319e3ed6e5a8c7c73fae951ff908488a/1000g0082f93dvisgu03g4bul3l7ege08k9urgtg!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410131847/23a933d439648d04d20b167cc1bde933/1000g0082f93dvisgu02g4bul3l7ege08dajfu58!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410131847/1765f45b8f9edd5f682703bb88cd0ff5/1000g0082f93dvisgu0004bul3l7ege08ihdepco!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410131847/5db3c23da2ac6f5992dbde2a73dbb48f/1000g0082f93dvisgu0304bul3l7ege08fue2880!nd_dft_wlteh_webp_3","元宇宙,行业研究报告,人工智能,智慧交通",1728816460492,https://www.xiaohongshu.com/explore/6458ab71000000001203f469?xsec_token=ABn-msZjFhXuu-O4XoUKVrzmCbC-3WFRJguWliVDEoBgA=&xsec_source=pc_search,ai在汽车自动驾驶领域的应用
ai-car,645b1926000000001300b13f,normal,新传论文分享 | AIGC的发展与趋势,"[彩虹R]今天要分享的是中央民族大学新传郭全中老师的《AI+人文：AIGC的发展与趋势》
每次看论文都会感叹，这可都是满满的新传答题素材啊！！无论是论述的思路、小标题的写作还是论据都非常值得学习！[哇R][哇R]
文章仍是围绕热度居高不下的人工智能生成内容进行讨论。
1??AIGC的发展演进
AIGC定义：基于人工智能技术生产数字信息内容，具有AI能力强、内容生产效率高、内容生成质量稳定、成本相对低等特点
演进路径：（重点记忆阶段特征）
1.辅助阶段：AI辅助内容创作
依据固定模版进行简单内容输出，例如结构性报道、智能客服等
2.协助阶段：AI协助内容创作
根据输入指令生成内容并不断强化学习，实现初级的自主内容输出，强化跨模态生成能力，但也时常出现看似合理但荒谬的内容以及伦理问题
3.自主阶段：AI自主内容创作
实时感知、精准认知、自主创作
2??AIGC的场景应用
1.AIGC+传媒：人机协同推动媒体融合提质增效
采编环节、制播环节、产品创新环节、传媒工作者等
2.AIGC+影视：技术加持拓展影视作品创作空间
剧本创作、场景创作、后期制作等
3.AIGC+游戏：AI技术提升产业生产力，解放游戏创造力
简单重复内容生产提效、降本增效、满足美术需求、强化场景角色制作、创意交互
4.AIGC+音乐：智能生成促进音乐产业智能升级
语音识别、歌曲生成、“技术+专家”
5.AIGC+电商：虚拟人货场营造沉浸式消费体验
虚拟主播、3D展示、场景数字化
3??AIGC的发展趋势和关键点
1.AIGC将成为元宇宙时代的内容生产基础设施
2.“AI+人文”将成为AIGC的主要发展趋势
3.AIGC的发展关键点在于技术要素和商业要素的共同进步
	
今天的论文分享到这里啦
明天见[派对R]
	
#论文分享[话题]##新传论文分享[话题]# #24新传考研[话题]# #新传考研[话题]# #中央民族大学考研[话题]#",,1683691814000,1683691855000,5f106a820000000001005794,钢铁之心,https://sns-avatar-qc.xhscdn.com/avatar/6455ee40a870649a5854ae0d.jpg,1958,1947,9,411,,"http://sns-webpic-qc.xhscdn.com/202410132219/ef8e9fa5c9c468d5514f727908afa4ad/1000g0082fik7u6sha0605nogda108lskg3768mo!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410132219/1ea44c01bf924d42f01fd5cad8e109fe/1000g0082fik7u6sha05g5nogda108lsk3glag58!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410132219/956aa6cf0f12a8764bf801926d9dd038/1000g0082fik7u6sha0505nogda108lsk9nsjdco!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410132219/190295352ba4c997e743b079a2fee435/1000g0082fik7u6sha0405nogda108lsk2qbpfa0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410132219/95e08f14aa6ae590a035589652398059/1000g0082fik7u6sha0305nogda108lskrpt69d0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410132219/9183c82329db3f16255a0b5e87e41c0c/1000g0082fik7u6sha04g5nogda108lskkm4ufm8!nd_dft_wlteh_webp_3","论文分享,新传论文分享,24新传考研,新传考研,中央民族大学考研",1728829184399,https://www.xiaohongshu.com/explore/645b1926000000001300b13f?xsec_token=AB3Xg1avnDr4I9ZvSjOBbcTQbkGTmEYMOkrNIuT6mF5uI=&xsec_source=pc_search,ai对传统汽车行业的影响
ai-car,64781d81000000001300f9a2,normal,??救命，我找到比亚迪机械面试密码了??,"大家好，作为一个offer收割机，给大家总结一下比亚迪机械面试题和答案，其实这个岗位真的没那么难，题目就是那些，答案也是固定的
	
-
?面试题
1.为什么想加入比亚迪？
	
2.对智能驾驶的看法？
	
3.专业课学了什么？
	
4.几年内的职业规划？
	
5.大学期间有挂科吗？
	
6.自己的优缺点？
	
7.工作中难以和同事、上司相处，你该怎么办？
	
8.你对于我们公司了解多少？
	
9.在我们公司来招聘以前有没有已经签约的公司，为什么选择我们公司，自己知道这个职位在公司中的作用吗？
	
10.问你一些大学期间的基本情况，你的意向的工作地点是哪里，以及你大学期间的兴趣爱好?
	
11.以前参与过的企业实习，自己在实习中学到了什么？有没有遇到什么困难，最后是怎么解决？
	
12.车辆大体构造你了解多少?
	
-
?其他见图
	
??我是浙大理工学长，平平无奇找工作小天才，关注? ? ??@托尼理工学长?为你提供各个岗位简历模板和面试题
	
#比亚迪[话题]#??#比亚迪机械工程师[话题]#??#比亚迪面试[话题]#??#理工科[话题]#??#面试[话题]#??#面试技巧[话题]#",,1685593473000,1685593474000,6332dd740000000023039e05,托尼理工学长,https://sns-avatar-qc.xhscdn.com/avatar/641980f3830af0b631fe0eb8.jpg,2331,2992,53,435,,"http://sns-webpic-qc.xhscdn.com/202410132211/830803d66346dcf0aeee03f189e02f78/spectrum/1000g0k02j3ss1ekii0005opirlq8v7g5go4p4mo!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410132211/5e9539295c4c2ce5bbd2ea9dd4bb39ba/spectrum/1000g0k02j3ss1jiii0005opirlq8v7g54i08o8o!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410132211/d4be8bc6c1102396e89821aa99f437f8/spectrum/1000g0k02j3ss266ii0005opirlq8v7g5u63fd90!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410132211/59ea59de9e5cf10b36f079d8e84445de/spectrum/1000g0k02j3ss2bej80005opirlq8v7g55cf4q80!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410132211/d36ff63c8e65b94375f5b96e4fb8753c/spectrum/1000g0k02j3ss37oiu0005opirlq8v7g55ij7h3g!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410132211/fa94bcfd65893304c7ec9911bd01e284/spectrum/1000g0k02j3ss2h4im0005opirlq8v7g5cqdrmko!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410132211/b9b3957517b8c92048b1d55c19cf41f2/spectrum/1000g0k02j3ss2muja0005opirlq8v7g56dor4eo!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410132211/ae8caaebbc225638a491ccc8e21da03f/spectrum/1000g0k02j3ss2sgj40005opirlq8v7g5j35h7t0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202410132211/5d08d29c4a6be67b38c6dad2b593dc35/spectrum/1000g0k02j3ss32aj40005opirlq8v7g57so9em0!nd_dft_wlteh_webp_3","比亚迪,比亚迪机械工程师,比亚迪面试,理工科,面试,面试技巧",1728828693326,https://www.xiaohongshu.com/explore/64781d81000000001300f9a2?xsec_token=ABLAYmxqv4EM4682cmykmaWb3RQcVnh_EZY-RvVnYHz88=&xsec_source=pc_search,ai对传统汽车行业的影响
